,raw_text,clean_text
2929,@islandiva147 I sent u a tweet yesterday but I don't know why it didn't work  I guess you're sleeping right now I am working soon noon !!!,i sent u a tweet yesterday but i don't know why it didn't work i guess you're sleeping right now i am working soon noon !!!
2930,English revision class,english revision class
2931,"Laptop died on me yesterday    Have to reinstall, but its the perfect time to try out Windows 7 (beta)","laptop died on me yesterday have to reinstall, but its the perfect time to try out windows 7 beta"
2932,finalising annual report for 2008... Ugh,finalising annual report for 2008... ugh
2933,2 hrs need to go by quick,2 hrs need to go by quick
2934,@shannanstedman haha i got to be up at 8  and sit through a 2 hr mass. umm like 2 ish ..is that alright? is that too late?,haha i got to be up at 8 and sit through a 2 hr mass. umm like 2 ish ..is that alright? is that too late?
2935,has got to go into college today  in the holidays (((( !,has got to go into college today in the holidays !
2936,"@DG8ball yeah? If you get spraying, I'm going to have to pay you to spray my M3 at some point. They dont to e46 M3's in white in europe,","yeah? if you get spraying, i'm going to have to pay you to spray my m3 at some point. they dont to e46 m3's in white in europe,"
2937,@NathnaelB I would love to be ill next week dude... but no pay,i would love to be ill next week dude... but no pay
2938,@Vixens not so innocent after all,not so innocent after all
2939,What happened to last night's twits? They've gone and run away!,what happened to last night's twits? they've gone and run away!
2940,@BenjaminReid Your internet still down?? :O,your internet still down?? o
2941,thinks she is going to be at this traffic light all night  haha,thinks she is going to be at this traffic light all night haha
2942,Edict just been announced. No social networking using the office system  OK Tweet this then evening chaps,edict just been announced. no social networking using the office system ok tweet this then evening chaps
2943,bored in tec,bored in tec
2944,@spitorswallow wish I could...but the seasons don't change 365 days of the year.,wish i could...but the seasons don't change 365 days of the year.
2945,#heyxboxlive Probably shouldn't mention any show with Drew Carey considering what he's done to Major Nelson,heyxboxlive probably shouldn't mention any show with drew carey considering what he's done to major nelson
2946,Man im too fucked to be in work,man im too fucked to be in work
2947,still in the business plan meeting.. Too many back to back presentations,still in the business plan meeting.. too many back to back presentations
2948,Sitting outside doctor's surgery so it's my turn now  bah what a holiday !!!,sitting outside doctor's surgery so it's my turn now bah what a holiday !!!
2949,@Donniesbabe well its pishing here  sun looks like it wants to break through hope it dows kids doing my head in !!!!!!,well its pishing here sun looks like it wants to break through hope it dows kids doing my head in !!!!!!
2950,finally home... sooo tired..,finally home... sooo tired..
2951,omg breech again *sob*,omg breech again sob
2952,"is pisses off, legs ++ feet in loads of pain, running from a old man who tryed too trash our tent :O","is pisses off, legs feet in loads of pain, running from a old man who tryed too trash our tent o"
2953,not going swimming,not going swimming
2954,@_Jaska Some things... they just never get old. http://tinyurl.com/holdisgiantcherry I miss Maya.,some things... they just never get old. i miss maya.
2955,wants to go Shopping!,wants to go shopping!
2956,"Making a short video, Windows movie maker has crashed for 20th time   but my middle name is perseverence :p , should finish the video soon","making a short video, windows movie maker has crashed for 20th time but my middle name is perseverence p , should finish the video soon"
2957,"@dougiemcfly @tommcfly good morning guys, how are you all? You know, it's frustrating, I never get a reply","good morning guys, how are you all? you know, it's frustrating, i never get a reply"
2958,@jardinjaponais *hugs* I hope your day gets better. Cell phone providers are made of suck,hugs i hope your day gets better. cell phone providers are made of suck
2959,"Rode river circuit, asthma hit hard :O Too wet to mow  Amazed or amused that W/pac cr limit raised, celebrated with Coles' shop, etc. ;)","rode river circuit, asthma hit hard o too wet to mow amazed or amused that w pac cr limit raised, celebrated with coles' shop, etc."
2960,"ss favourite youtube clip, lightning mcqueen singing &quot;barbie girl&quot;, has been taken down.","ss favourite youtube clip, lightning mcqueen singing quot barbie girl quot , has been taken down."
2961,"@big_blue_wolf Not yet, no. Doubt I'll get a chance to until tonight. Work's mental, thanks to BT cutting off 70,000 customers today","not yet, no. doubt i'll get a chance to until tonight. work's mental, thanks to bt cutting off 70,000 customers today"
2962,Twitter was down when I went to bed last night.   But now it back and so am I!,twitter was down when i went to bed last night. but now it back and so am i!
2963,"try to use skimmer by fallon for the first time... like the overwiev and style, would be cool ig you could browse the photos","try to use skimmer by fallon for the first time... like the overwiev and style, would be cool ig you could browse the photos"
2964,"@livinginfiction outdoors man..can't get to the gym this week, no time no time  dinner soon babe! early next week? or brunch sunday.","outdoors man..can't get to the gym this week, no time no time dinner soon babe! early next week? or brunch sunday."
2965,dramaa assignmenting is gay. too sick but i have to do it,dramaa assignmenting is gay. too sick but i have to do it
2966,"@jetshun4 persons who read my twitter can't catch up for another week.  Can't talk about it here.  But yeah, saaaaad.","persons who read my twitter can't catch up for another week. can't talk about it here. but yeah, saaaaad."
2967,"@redtoffee Strawberry is the absolute best Angel Delight EVA!  I had chocolate once, but it was too sweet.","strawberry is the absolute best angel delight eva! i had chocolate once, but it was too sweet."
2968,@re303 Congrats!!! Bella misses you,congrats!!! bella misses you
2969,first cold night of the year,first cold night of the year
2970,"My friend Coco (Chris) had a party this weekend, and it seemed to have been awesome. FAIL. I wasnae there","my friend coco chris had a party this weekend, and it seemed to have been awesome. fail. i wasnae there"
2971,hasnt done any work  oh well!,hasnt done any work oh well!
2972,my msn hates my guts. i wanted to go out tonight,my msn hates my guts. i wanted to go out tonight
2973,My dog passed away in the night  full on gutted.,my dog passed away in the night full on gutted.
2974,"Mum just called, now my sister is in hospital","mum just called, now my sister is in hospital"
2975,still at work,still at work
2976,Still stuck with the Microsoft specialist... Won't this day ever end!,still stuck with the microsoft specialist... won't this day ever end!
2977,Off to bed ... damn end of daylight savings - means my son will be awake at 5.30am,off to bed ... damn end of daylight savings - means my son will be awake at 5.30am
2978,a day of nothing...bliss!! miss my boy tho,a day of nothing...bliss!! miss my boy tho
2979,Tonight's episode of #House incredibly sad.  And it has nothing to do with Meatloaf's usual bad acting.,tonight's episode of house incredibly sad. and it has nothing to do with meatloaf's usual bad acting.
2980,Why is it so hot today??,why is it so hot today??
2981,Playing PKR online poker and has a headache,playing pkr online poker and has a headache
2982,"is pissed off, running from that old man who tried too trash our tent has left me with the battle wombs","is pissed off, running from that old man who tried too trash our tent has left me with the battle wombs"
2983,"@elanorelle Niceee... we ran out of filter coffee art work , not good  , forgot my bread to make toast bad start to the day","niceee... we ran out of filter coffee art work , not good , forgot my bread to make toast bad start to the day"
2984,"@alessandrod: dude.. hope you guys are alright, except the home/car","dude.. hope you guys are alright, except the home car"
2985,What a lousy day  ... buh...,what a lousy day ... buh...
2986,@rakeman It was in the 80s F just last week!,it was in the 80s f just last week!
2987,just violated the tuners rule.. dont buy non-performance parts. sorry.  ima buy the air filters next time..,just violated the tuners rule.. dont buy non-performance parts. sorry. ima buy the air filters next time..
2988,@RoBaBaNks I can't sleep either,i can't sleep either
2989,i have the flu,i have the flu
2990,@theonewithkatie please! I need someone to go to IT with me.,please! i need someone to go to it with me.
2991,"@CHRISDJMOYLES didnt get tickets  live in MK, gutted xx","didnt get tickets live in mk, gutted xx"
2992,@Deemaah but i offered to clean twice,but i offered to clean twice
2993,"@pinkiecharm sorry, you musta got a bit.. sick of my dance tweets.  Sorry to have you unfollow me","sorry, you musta got a bit.. sick of my dance tweets. sorry to have you unfollow me"
2994,Can't get past 43 in flight control  http://twitpic.com/2y7f2,can't get past 43 in flight control
2995,"morning!! good mood, bad pain. lovely day for staying in bed again","morning!! good mood, bad pain. lovely day for staying in bed again"
2996,is a twitter loner!!!,is a twitter loner!!!
2997,i can't breatheee... i hate being sick!,i can't breatheee... i hate being sick!
2998,It is snowing in Tennessee too!!,it is snowing in tennessee too!!
2999,"@DreadKey IГЇВїВЅm K.O'd ..  battered and bruised! ... my arm .. The tambourine..,  self conflicted pain!","i m k.o'd .. battered and bruised! ... my arm .. the tambourine.., self conflicted pain!"
3000,i have to wake up in 5 hours  laameeee,i have to wake up in 5 hours laameeee
3001,my interwebs is so fraked up that I can google maps something on my iPhone (3bar GPRS ..no 3G!) faster than my 10Mbps cable connection!,my interwebs is so fraked up that i can google maps something on my iphone 3bar gprs ..no 3g! faster than my 10mbps cable connection!
3002,"isn't feeling well, still don't get why people say they're pregnancy is the most beautifull time of they're life","isn't feeling well, still don't get why people say they're pregnancy is the most beautifull time of they're life"
3003,@sam_piroton hope so - I don't have an iPhone (@lauraoliver),hope so - i don't have an iphone
3004,what is this?? I feel  hotter.. I'm sicker than ever,what is this?? i feel hotter.. i'm sicker than ever
3005,@xguccishoesx  Seems tony is away in Sheffield,seems tony is away in sheffield
3006,@moony394 *huggggs* i'm glad you're here to help me through this  he was my favourite character. the white house sucks for stealing him,huggggs i'm glad you're here to help me through this he was my favourite character. the white house sucks for stealing him
3007,tomorrow is another day....damn tomorrow is already today,tomorrow is another day....damn tomorrow is already today
3008,"Watching RealKidPoker (Daniel Negreanu) lose $160,000 in four hours real time via twitter. He's losing it","watching realkidpoker daniel negreanu lose 160,000 in four hours real time via twitter. he's losing it"
3009,Anticipating a slow empty boring summer,anticipating a slow empty boring summer
3010,is off to Italy today! No more Starcraft for a couple of weeks though,is off to italy today! no more starcraft for a couple of weeks though
3011,Awake ..why can't I sleep..... Got to work @ 6AM -4hours,awake ..why can't i sleep..... got to work 6am -4hours
3012,@karen230683 more shopping!!! sounds like a terrible plan  hope you are not dragging your brother with you this time :p,more shopping!!! sounds like a terrible plan hope you are not dragging your brother with you this time p
3013,@Dannymcfly haha! tell me about it!.. i dont get it either  x,haha! tell me about it!.. i dont get it either x
3014,"@jaredleto  i can't sleep i need to work on my speech about huka and youth, i hope i get the 10 full marks","i can't sleep i need to work on my speech about huka and youth, i hope i get the 10 full marks"
3015,@janinesd no i'm poor. i am not an RN yet so i still have mobi!!! lol!!!,no i'm poor. i am not an rn yet so i still have mobi!!! lol!!!
3016,My search decks on tweetdeck are not working since yesterday  - anyone else have this problem?,my search decks on tweetdeck are not working since yesterday - anyone else have this problem?
3017,"@SmashleyPants Awwwww    *virtual flowers, chocolates. hugs, and kisses* &lt;3","awwwww virtual flowers, chocolates. hugs, and kisses lt 3"
3018,"im awake people , got nothing to do today  probably watch TV and get rid of all my programs on sky+ planner ( the joy NOT !!!! )","im awake people , got nothing to do today probably watch tv and get rid of all my programs on sky planner the joy not !!!!"
3019,Out of stock on xbox 360 limied edition red Elite at the moment  . I must have one!   http://twitpic.com/2y7g0,out of stock on xbox 360 limied edition red elite at the moment . i must have one!
3020,Morning all. Gave the cat his tablet this morning... What a mission that is! He knows what we're up to now and prepares for battle,morning all. gave the cat his tablet this morning... what a mission that is! he knows what we're up to now and prepares for battle
3021,"@nicholasbraun aww no fair, you didn't check the pic i sent you","aww no fair, you didn't check the pic i sent you"
3022,@heidimontag we don't get to see season 5 of hills till may,we don't get to see season 5 of hills till may
3023,"Driving to my parents and chilling with them. Well the sun is shining, but I don't feel so well today","driving to my parents and chilling with them. well the sun is shining, but i don't feel so well today"
3024,"@DavidT2006 Virgin again today, I'm afraid as I'm pushed for time. Having said that, I was delayed 40 mins at Brum","virgin again today, i'm afraid as i'm pushed for time. having said that, i was delayed 40 mins at brum"
3025,has the biggest headache  But a second job! Woo!,has the biggest headache but a second job! woo!
3026,can't wait for bring me the horizonnn. too bad Curtis Ward is not in the band anymore,can't wait for bring me the horizonnn. too bad curtis ward is not in the band anymore
3027,"No, that's not him in the picture. I don't have any pics yet","no, that's not him in the picture. i don't have any pics yet"
3028,"Working rite now, but have a MASSIVE Headache building, and feeling very sick.  .","working rite now, but have a massive headache building, and feeling very sick. ."
3029,@darkened_jade Yep.....WORK....started badly and has gone rapidly downhill!  Story of my life to be honest,yep.....work....started badly and has gone rapidly downhill! story of my life to be honest
3030,have to work on homework tmrw...,have to work on homework tmrw...
3031,"@moony394 LOL ugh that's so ominous, i hope i don't have to cry over idol this week too. fox hates me","lol ugh that's so ominous, i hope i don't have to cry over idol this week too. fox hates me"
3032,@mistystilletto if it had happened to anyone else i would have peed myself laughing. I scraped my leg,if it had happened to anyone else i would have peed myself laughing. i scraped my leg
3033,@reldred yes #babypunch is totally addictive,yes babypunch is totally addictive
3034,I'm yet thinking of earthquake in Abruzzo(Italy),i'm yet thinking of earthquake in abruzzo italy
3035,think i need to start buying and using wrinkle cream,think i need to start buying and using wrinkle cream
3036,"Oh man, I can't find a Tenori-On anywhere! What am I going to do?!","oh man, i can't find a tenori-on anywhere! what am i going to do?!"
3037,It really annoys me when I'm on msn on my 360 late at night watching a DVD and I fall asleep inadvertently.  Damn it lukey,it really annoys me when i'm on msn on my 360 late at night watching a dvd and i fall asleep inadvertently. damn it lukey
3038,finally home now... so hungry and now one is home,finally home now... so hungry and now one is home
3039,Suppose I should start revision and stop putting this mornings session off. Tweet soon,suppose i should start revision and stop putting this mornings session off. tweet soon
3040,"@britneyspears just read up about the film, looks good!! Although we over here are gonna have to wait for it to come out","just read up about the film, looks good!! although we over here are gonna have to wait for it to come out"
3041,@GetSmart86 U watching Loser? I wanna cry for Sean,u watching loser? i wanna cry for sean
3042,wants someone to come back,wants someone to come back
3043,Wishing I hadnt skipped breakfast this morning...hungry!,wishing i hadnt skipped breakfast this morning...hungry!
3044,@jamsandwich i was sniffling for the first time this year at 5am today....crappy isn't it,i was sniffling for the first time this year at 5am today....crappy isn't it
3045,@jsparsons I am starting my prep. for the PMP exam tomorrow.  Can relate the feeling.,i am starting my prep. for the pmp exam tomorrow. can relate the feeling.
3046,@Izzy_Artest Miss you too...  It's been too long! Come back!,miss you too... it's been too long! come back!
3047,"Was going to make a site updates twitter account but nahh, it won't work","was going to make a site updates twitter account but nahh, it won't work"
3048,gaaa i want some peace and quiet! hard to find wen living with 6 people living in a small 3 bedroom unit!,gaaa i want some peace and quiet! hard to find wen living with 6 people living in a small 3 bedroom unit!
3049,"Am gutted, checked weather report for the wrong day! No fishing for me today","am gutted, checked weather report for the wrong day! no fishing for me today"
3050,@cadelofficial http://twitpic.com/2ved8 - I love mountains.. but i live in belgium..,- i love mountains.. but i live in belgium..
3051,looks like baby is going to be born in PI,looks like baby is going to be born in pi
3052,might go hiking in the big thicket in a couple weeks. what monsters are supposed to be in this area? chupacabra? i hope not,might go hiking in the big thicket in a couple weeks. what monsters are supposed to be in this area? chupacabra? i hope not
3053,Why are there kids shows on PBS right now? Its supposed to be Nature!,why are there kids shows on pbs right now? its supposed to be nature!
3054,I suck at French,i suck at french
3055,"@Cynnergies Yep, I also seem to get a real slowdown most evening after around 6pm GMT","yep, i also seem to get a real slowdown most evening after around 6pm gmt"
3056,all work and no play does not a happy Linda make  Can't wait for the holidays!,all work and no play does not a happy linda make can't wait for the holidays!
3057,"Hates his pills, oh god why do they have to taste so fuckin horrible. 0,5 liter of coke to flush them down isnt even enough","hates his pills, oh god why do they have to taste so fuckin horrible. 0,5 liter of coke to flush them down isnt even enough"
3058,"@rainarcher can only fit 4 people max and its full  otherwise, you know, it would be yours .. sowwi!","can only fit 4 people max and its full otherwise, you know, it would be yours .. sowwi!"
3059,@masterballerina haha but then u'd have 2 go to cambeltown.  omg i can't even draw well in inkart.,haha but then u'd have 2 go to cambeltown. omg i can't even draw well in inkart.
3060,I always get insomnia at the most inopportune times.,i always get insomnia at the most inopportune times.
3061,you've all failed me,you've all failed me
3062,i can't enjoy the weather,i can't enjoy the weather
3063,I am officially alone on my Twitter,i am officially alone on my twitter
3064,ive been awake for so long it feels about 6pm   meh,ive been awake for so long it feels about 6pm meh
3065,@StevenGhysel That seems to be a problem with Twitter's timestamps. Not much we can do about it,that seems to be a problem with twitter's timestamps. not much we can do about it
3066,"Well, this day... I would like to go out in the sun instead of sitting here looking at Excel...","well, this day... i would like to go out in the sun instead of sitting here looking at excel..."
3067,When I get mine IГЇВїВЅm going to do a tour of Copenhagen with it ГЇВїВЅ;) Hmmph I can't top that  .. must get thinking .. http://tinyurl.com/c2trgj,when i get mine i m going to do a tour of copenhagen with it hmmph i can't top that .. must get thinking ..
3068,"Just finished watching the new Heroes episode....God, I can't wait for next weeks episode  Heroes FTW","just finished watching the new heroes episode....god, i can't wait for next weeks episode heroes ftw"
3069,Work is dragging... Pretty tired only got about 2 and a half hours sleep,work is dragging... pretty tired only got about 2 and a half hours sleep
3070,Fta: anyone heard about this? wondering if anyone is carrying VOOM anymore or are they pretty much dead?  http://tinyurl.com/ca6z8j,fta anyone heard about this? wondering if anyone is carrying voom anymore or are they pretty much dead?
3071,Is happy because I annihilated a baby huntsman in my kitchen with the cooking pan..however this means a MAMA one may be in hiding  FUCK!!!,is happy because i annihilated a baby huntsman in my kitchen with the cooking pan..however this means a mama one may be in hiding fuck!!!
3072,"About to go looking for shoes for my brother, looking forward to Torquay in April. Not as sunny as yesterday here","about to go looking for shoes for my brother, looking forward to torquay in april. not as sunny as yesterday here"
3073,"just woke up, late, again! I was supposed to wake up at 6am cause there are lots of things to do... late homework mostly.","just woke up, late, again! i was supposed to wake up at 6am cause there are lots of things to do... late homework mostly."
3074,"is boarding EK348 - as usual, no upgrade from EK Colombo","is boarding ek348 - as usual, no upgrade from ek colombo"
3075,missed some good oppertunities...,missed some good oppertunities...
3076,@moony394 it must be because i slash their characters  sighhh gonna go sleep and dream happy things about kutner,it must be because i slash their characters sighhh gonna go sleep and dream happy things about kutner
3077,"Babies a bit sick  poor honey. Having a relaxing day otherwise in Israel, enjoying all the fam.","babies a bit sick poor honey. having a relaxing day otherwise in israel, enjoying all the fam."
3078,Best birthday ever. Untill the house sold.,best birthday ever. untill the house sold.
3079,Nothings worse than planning on going to the mall with no money  Damn Unheavens Dunks,nothings worse than planning on going to the mall with no money damn unheavens dunks
3080,Does Not Want co-worker's various lurgies,does not want co-worker's various lurgies
3081,"@JamboTheJourno I am indeed, the one with my RLC interview in. Good stuff, thought I'd finally found something no-one else had","i am indeed, the one with my rlc interview in. good stuff, thought i'd finally found something no-one else had"
3082,"linkedin is being really mongy for me tonight... in fact it has just sat spinning, doing nothing a few times recently","linkedin is being really mongy for me tonight... in fact it has just sat spinning, doing nothing a few times recently"
3083,Working too  Need a break too!!!!,working too need a break too!!!!
3084,"What A Mistake Buying That Dress, I Dont Even Want To Go To Grad Anymore","what a mistake buying that dress, i dont even want to go to grad anymore"
3085,"is back in Byron Bay @cafe Fresh, missing all my Melbourne friends","is back in byron bay fresh, missing all my melbourne friends"
3086,@Muzzzza ur as bad as @KateEdwards,ur as bad as
3087,@tombot18 Oh dear. That means I won't be driven away to do something more productive,oh dear. that means i won't be driven away to do something more productive
3088,"bugger, the spray paint just showed up, i spose that means no riding and doing work for me now    sad day!","bugger, the spray paint just showed up, i spose that means no riding and doing work for me now sad day!"
3089,"got up, an hou ago, now lerning again. really boring stuff","got up, an hou ago, now lerning again. really boring stuff"
3090,@leepeesa Story of my life-stop looking and icaisfrank comes again ... What is this I read about a vet visit???  Memories/photos may help?,story of my life-stop looking and icaisfrank comes again ... what is this i read about a vet visit??? memories photos may help?
3091,"@lwmedium It is, apparently the Chinese government put pressure on The SA one not to let him in. Whole Peace conference was canceled","it is, apparently the chinese government put pressure on the sa one not to let him in. whole peace conference was canceled"
3092,Nothin like throwin up on your customers front door,nothin like throwin up on your customers front door
3093,@J_xox Laterr hunn!! Arghh hope i dont miss any tweets lol..Gunna be at my nans later!! Nooo  byeeee x x x,laterr hunn!! arghh hope i dont miss any tweets lol..gunna be at my nans later!! nooo byeeee x x x
3094,"@xissyx we can't go to robina, all the shops will be closed because its good friday","we can't go to robina, all the shops will be closed because its good friday"
3095,"@acummings I've got return tickets booked for this weekend  If the exchange rate wasn't so bad I'd go, but don't mind missing it really.","i've got return tickets booked for this weekend if the exchange rate wasn't so bad i'd go, but don't mind missing it really."
3096,Laying in bed and contemplating the meaning of life with a half empty glass that is leaking on the bottom.,laying in bed and contemplating the meaning of life with a half empty glass that is leaking on the bottom.
3097,Something's wrong. I keep getting some error graphic instead of the music player when i go to a musician's myspace page now.,something's wrong. i keep getting some error graphic instead of the music player when i go to a musician's myspace page now.
3098,Not good.....Munchkinster is not feeling well,not good.....munchkinster is not feeling well
3099,@carobode i'm starting to have an headache too.. Am @ school &amp; i'm so sleepy  got work 2 do this AM?,i'm starting to have an headache too.. am school amp i'm so sleepy got work 2 do this am?
3100,"@holmpat Morning Pat!  Another one in sunny  spain?  Except its not sunny here today, cloudy and raining.","morning pat! another one in sunny spain? except its not sunny here today, cloudy and raining."
3101,The Mighty Tap are doing a one-date world tour but I will have a newborn  http://news.bbc.co.uk/1/hi/entertainment/7985487.stm,the mighty tap are doing a one-date world tour but i will have a newborn
3102,ahhh!! my webcam is messed up and won't turn on!,ahhh!! my webcam is messed up and won't turn on!
3103,@fragilemuse the book is awesome. there are some other great works in there too. couldn't afford to buy it today tho,the book is awesome. there are some other great works in there too. couldn't afford to buy it today tho
3104,@andrewwright yeah that's what I was thinking. Would love to get your feedback on my creative. Will DM you when dentist has finished,yeah that's what i was thinking. would love to get your feedback on my creative. will dm you when dentist has finished
3105,"Big, capacious wooden kitchen island 120x240 metric - thought I was buying it but we're not  Photos &amp;c on request if you're interested.","big, capacious wooden kitchen island 120x240 metric - thought i was buying it but we're not photos amp c on request if you're interested."
3106,i just grew another chin,i just grew another chin
3107,I'm in a confused state whether to implement a tab interface in the application currently i'm working in.,i'm in a confused state whether to implement a tab interface in the application currently i'm working in.
3108,"My sister's kitty Eva had three baby-kittens yesterday, but something is wrong with her and needs to go to the vet","my sister's kitty eva had three baby-kittens yesterday, but something is wrong with her and needs to go to the vet"
3109,@captainjohnhart Most people don't realise how much they'd miss it if they couldn't do it any more,most people don't realise how much they'd miss it if they couldn't do it any more
3110,"@_GERM damn it, it's so true  i need help!","damn it, it's so true i need help!"
3111,needs a ride to work  im not liking the pospect of the 84 bus!,needs a ride to work im not liking the pospect of the 84 bus!
3112,drinking milk+being on youtube+lonely  || Emiliiee?!,drinking milk being on youtube lonely emiliiee?!
3113,"@FadyAnwar its sad cause that was the last GSM company owned by Egyptians, also Orascom was inforced to sell its share to FC","its sad cause that was the last gsm company owned by egyptians, also orascom was inforced to sell its share to fc"
3114,read a word he didn't know and felt his brain preparing to go for the 5-way controller before remembering that real books don't have them,read a word he didn't know and felt his brain preparing to go for the 5-way controller before remembering that real books don't have them
3115,Its bad that we cant buy it here,its bad that we cant buy it here
3116,"these days i don't feel like twittering,  don't know why...","these days i don't feel like twittering, don't know why..."
3117,Man I want some Nike Air Yeezy's but as i don't live in states have no chance in hell  Ahh well spend the $200 on 2 pairs of sb's instead!,man i want some nike air yeezy's but as i don't live in states have no chance in hell ahh well spend the 200 on 2 pairs of sb's instead!
3118,Frankfurt three times but I dont understand it,frankfurt three times but i dont understand it
3119,Three days since my last tweet and no concern? I could have been dead peeps! The reality is I forgot my password,three days since my last tweet and no concern? i could have been dead peeps! the reality is i forgot my password
3120,"@cocoy A person who's genuinely interested in English, Filipino, programming, and teaching should make that paper. Oh wait, that's me.","a person who's genuinely interested in english, filipino, programming, and teaching should make that paper. oh wait, that's me."
3121,"@jonpaulkaiser I'm probably worse than you lol so sorry, these photos are seriously long overdue  last time I buy a Sony cam: rubbish!","i'm probably worse than you lol so sorry, these photos are seriously long overdue last time i buy a sony cam rubbish!"
3122,@Deemaah but I thought I did  Not my fault that you dont pay attention to my genitals!,but i thought i did not my fault that you dont pay attention to my genitals!
3123,@overheardatmoo Wish I could have participated this time,wish i could have participated this time
3124,Oh i received an answer for a ticket that is 6!!!!!! month old. This is really really  fast  #cob #ticket,oh i received an answer for a ticket that is 6!!!!!! month old. this is really really fast cob ticket
3125,I just found out I was unsuccessful in applying for the Hampshire Probation job  #fb,i just found out i was unsuccessful in applying for the hampshire probation job fb
3126,"@Claire_S Will you be videoing or streaming or podcasting, Tweeting or anything else? Can't make it unfortunately.","will you be videoing or streaming or podcasting, tweeting or anything else? can't make it unfortunately."
3127,has got work again today,has got work again today
3128,@ollyog Well not far from the station by the looks of it just head there ;) I'm actually jealous would love to be in Belgium right now,well not far from the station by the looks of it just head there i'm actually jealous would love to be in belgium right now
3129,Insomnia kickin in  I hate this!!!,insomnia kickin in i hate this!!!
3130,@Laura6476 no im not     we are gunna go this hols though.   i really want to see him,no im not we are gunna go this hols though. i really want to see him
3131,dropped one of the earbuds of my sennheiser in my tea  i really hope its gonna work again :'(,dropped one of the earbuds of my sennheiser in my tea i really hope its gonna work again '
3132,"Ugh coffee please! Being at work at 6.45 is not good for my brain, it is now officialy melting","ugh coffee please! being at work at 6.45 is not good for my brain, it is now officialy melting"
3133,"@ambermatson It's terrible isn't it. Don't expect many earthquakes in Euruope, certainly not bad ones","it's terrible isn't it. don't expect many earthquakes in euruope, certainly not bad ones"
3134,@binncheol  you should listen to some music by this dude called andy hull and afew other blokes. I even hear they're playing ldn tomorrow!,you should listen to some music by this dude called andy hull and afew other blokes. i even hear they're playing ldn tomorrow!
3135,No snoo-snoo for you,no snoo-snoo for you
3136,the computers might be operational but there still isn't much to do,the computers might be operational but there still isn't much to do
3137,"I think the WiFi on my iPhone is broken. It will &quot;connect&quot;, but when I actually have to use it that's another story...","i think the wifi on my iphone is broken. it will quot connect quot , but when i actually have to use it that's another story..."
3138,@lejeff oh pants! I'm hanging out with the old folks back  in England   Defo b up 4 1 when I get back. tho,oh pants! i'm hanging out with the old folks back in england defo b up 4 1 when i get back. tho
3139,Watching death race....found out sandra cantu is dead,watching death race....found out sandra cantu is dead
3140,pizza night and i feel too sick,pizza night and i feel too sick
3141,is playing basketball today? lol. i wanna go to the pub,is playing basketball today? lol. i wanna go to the pub
3142,"@FrumiousMe T'was the antibiotics for root canal.  Will take Polaramine tonight for hives, other symptoms have gone now thank goodness.","t'was the antibiotics for root canal. will take polaramine tonight for hives, other symptoms have gone now thank goodness."
3143,is not impressed with the rain- I wanted to go market shopping  bleh.,is not impressed with the rain- i wanted to go market shopping bleh.
3144,@choadmalma i wish i could link things as good as you,i wish i could link things as good as you
3145,yep...it's been 6 weeks  A lady at our church is watching her.,yep...it's been 6 weeks a lady at our church is watching her.
3146,"@darraghdoyle ah pox, say it isn't so","ah pox, say it isn't so"
3147,it's raining outside. looks like snow but it's raining,it's raining outside. looks like snow but it's raining
3148,@andy_cyrus im still awake too lol cant sleep  glad your up tho (:,im still awake too lol cant sleep glad your up tho
3149,@kellymreynolds yep...it's been 6 weeks  A lady at our church is watching her.,yep...it's been 6 weeks a lady at our church is watching her.
3150,"@JasonVonBerg I've advertised on our blog, through career sites and used agencies... not sure how else I can go about it....","i've advertised on our blog, through career sites and used agencies... not sure how else i can go about it...."
3151,@iamnipper last week  they've got the bike minus a saddle,last week they've got the bike minus a saddle
3152,@justagirl79 That's great about your license! Wish you'd got the rest of it back.,that's great about your license! wish you'd got the rest of it back.
3153,pissed coz a friend is to busy to see me2day,pissed coz a friend is to busy to see me2day
3154,coffee @33 is turning into Starbucks (feral children-wise),coffee is turning into starbucks feral children-wise
3155,"@achmadsirman yeah i am, infact the spray paint is for the mutt, i got real delayed with some problems so not finished either yet","yeah i am, infact the spray paint is for the mutt, i got real delayed with some problems so not finished either yet"
3156,At my mama ji's place.. everybody keeps giving me new options to study or work now. i get more confused with each passing day..,at my mama ji's place.. everybody keeps giving me new options to study or work now. i get more confused with each passing day..
3157,@axon those got cancelled  Now everybody else is rattling my brains &amp; makin me cuss something terrible!!,those got cancelled now everybody else is rattling my brains amp makin me cuss something terrible!!
3158,tiredd  nothing to do today,tiredd nothing to do today
3159,Mew  Today is a prescribed opiate day me thinks - grr,mew today is a prescribed opiate day me thinks - grr
3160,@ladybug27 Damn! I missed out? Why didn't you invite me?,damn! i missed out? why didn't you invite me?
3161,@RellyAB will likely be unable to attend - crying all the way home,will likely be unable to attend - crying all the way home
3162,@spanx except I missed last weeks S.Lee and now it's gone from iPlayer,except i missed last weeks s.lee and now it's gone from iplayer
3163,@jamrock where did Top Cat go?,where did top cat go?
3164,has got a cold coming  how shite!!,has got a cold coming how shite!!
