,raw_text,clean_text
4235,"@mmalkoff we will miss you  glad I got to see you, wish I'd had a good question for ya :-p","we will miss you glad i got to see you, wish i'd had a good question for ya -p"
4236,i need to start packing.,i need to start packing.
4237,@MillieRose_ go ask to borrow one off mr drago! I'm stuck at home doing more fucking rs revision  what exam do you have today?,go ask to borrow one off mr drago! i'm stuck at home doing more fucking rs revision what exam do you have today?
4238,your pretty fucked up sometimes,your pretty fucked up sometimes
4239,My face still hurts  I hate car doors,my face still hurts i hate car doors
4240,My lounge is now an exam hall.  I'm so sad  http://dailybooth.com/LukeUK/344720,my lounge is now an exam hall. i'm so sad
4241,Oh really don't wanna be awake,oh really don't wanna be awake
4242,i wanted to watch that thing about steve-o but i forgot...,i wanted to watch that thing about steve-o but i forgot...
4243,Class At 1 Then Work At 2.....Gonna Be A Long Boring Day,class at 1 then work at 2.....gonna be a long boring day
4244,celtics lost  but my boy cena beat the big show!!!!!!!!!!,celtics lost but my boy cena beat the big show!!!!!!!!!!
4245,@donaldho my wrist still hurts,my wrist still hurts
4246,@Tam_Tam89 awwww! i dont got nuthin for my mama  just makin' her breakfast and have a card,awwww! i dont got nuthin for my mama just makin' her breakfast and have a card
4247,I can't sleep. Good thing I have an advising meeting at nine thirty.,i can't sleep. good thing i have an advising meeting at nine thirty.
4248,Not sure why I'm still watching Delhi vs. Kolkatta game. Maybe just vegging out,not sure why i'm still watching delhi vs. kolkatta game. maybe just vegging out
4249,I spilt coffee down the front of my brand new white shirt,i spilt coffee down the front of my brand new white shirt
4250,"Gutted, my TCT Food video isn't going to plan","gutted, my tct food video isn't going to plan"
4251,@littlelaylay love other room!!! Yum...chimay! Just got home from babyshower. Exhausted,love other room!!! yum...chimay! just got home from babyshower. exhausted
4252,"Oh crap, boss has put New Years Eve staff photos on FB. I'm wearing a skintight jumpsuit. So tight I may as well be naked","oh crap, boss has put new years eve staff photos on fb. i'm wearing a skintight jumpsuit. so tight i may as well be naked"
4253,He's not here,he's not here
4254,I hate when my AIM buddies sign off while I'm in the middle of my nightshift,i hate when my aim buddies sign off while i'm in the middle of my nightshift
4255,"@blamecanada09 @nick_carter I would be so happy if I got a shout out, esp since I was so excited to see him in AZ but it didn't happen,","i would be so happy if i got a shout out, esp since i was so excited to see him in az but it didn't happen,"
4256,I miss chatting with Jay on msn  Good times!,i miss chatting with jay on msn good times!
4257,Rain - an excuse to be lazy if every I saw one. I have to go to the other half's Dad's for Sunday lunch though,rain - an excuse to be lazy if every i saw one. i have to go to the other half's dad's for sunday lunch though
4258,@cocoward :O if you go to the extraaaa show who will you go wittth???  btw come together festival has weird people performing and its $77!,o if you go to the extraaaa show who will you go wittth??? btw come together festival has weird people performing and its 77!
4259,Who needs prom? Who needs friends... ?,who needs prom? who needs friends... ?
4260,One more day with lonng hair... then chop! i miss my sick nae...,one more day with lonng hair... then chop! i miss my sick nae...
4261,"We're excited about the summer season of shows, but not about the current state of summer weather","we're excited about the summer season of shows, but not about the current state of summer weather"
4262,ugh will study like a maniac from 1..,ugh will study like a maniac from 1..
4263,"early to bed early to rise, makes a man or woman miss out on the night life  nite","early to bed early to rise, makes a man or woman miss out on the night life nite"
4264,"Had awesome fun with a defribrilator today. Cardiac arrests made fun :p Shit, i sound like a med student saying that","had awesome fun with a defribrilator today. cardiac arrests made fun p shit, i sound like a med student saying that"
4265,JOn has 1 hour to tweet or i'm out  Jon Jon Jon Jon Jon his name is Jon,jon has 1 hour to tweet or i'm out jon jon jon jon jon his name is jon
4266,i'm so sorry folks! my hp is temporarily blocked. sorry!!!,i'm so sorry folks! my hp is temporarily blocked. sorry!!!
4267,i got slow internet connection in exchange of rain,i got slow internet connection in exchange of rain
4268,"I read this-&quot;ill ignore every one of them, because i only want you&quot;...why?oh why?","i read this- quot ill ignore every one of them, because i only want you quot ...why?oh why?"
4269,My legs ache,my legs ache
4270,I have a mouth ulcer on my tongue and it hurts.,i have a mouth ulcer on my tongue and it hurts.
4271,http://tinyurl.com/dd6nze this nkotb party is oficially over!,this nkotb party is oficially over!
4272,in super pain major cramps,in super pain major cramps
4273,"Oh, Hulu, you're disappointing me while we're still in our honeymoon phase!  I can't watch #dollhouse season finale, you're too busy?","oh, hulu, you're disappointing me while we're still in our honeymoon phase! i can't watch dollhouse season finale, you're too busy?"
4274,havent slept one bit. sore throat. achy. cough. fever.,havent slept one bit. sore throat. achy. cough. fever.
4275,Very dissappointed with Wolverine,very dissappointed with wolverine
4276,Noo! This isn't cool.  Everyones getting twitter now,noo! this isn't cool. everyones getting twitter now
4277,@LadyLeamy Are you gonna actually spend anytime with me? I'm moving this weekend,are you gonna actually spend anytime with me? i'm moving this weekend
4278,Bloody stressed because nothing is working how it should,bloody stressed because nothing is working how it should
4279,"I went to the international education exhibition in Dubai yesterday, and nothing at all, haven't chosen my university yet","i went to the international education exhibition in dubai yesterday, and nothing at all, haven't chosen my university yet"
4280,is still feeling the effects of the all day session  good day though,is still feeling the effects of the all day session good day though
4281,@brittneyynicole Just bored  LOL! What u up 2 sweetie?,just bored lol! what u up 2 sweetie?
4282,thumbs are hurting from texting,thumbs are hurting from texting
4283,Going to school and enjoying my last day as a 16 year old  but  too,going to school and enjoying my last day as a 16 year old but too
4284,"All good things must come to an end... After an amazing 15 week, packed run: Dracula is closing today.","all good things must come to an end... after an amazing 15 week, packed run dracula is closing today."
4285,"@EvanLowenstein I'm jealous! I want to have jury duty, but I never get picked","i'm jealous! i want to have jury duty, but i never get picked"
4286,Couldn't find Echoes Pink Floyd on Blip.fm sorry lads guess you are disappointed 2,couldn't find echoes pink floyd on blip.fm sorry lads guess you are disappointed 2
4287,"I'm too afraid to even comment on her video or page in case she thinks i'm an absolute freak, i think i best just leave it","i'm too afraid to even comment on her video or page in case she thinks i'm an absolute freak, i think i best just leave it"
4288,sick again  damn weather!  send bee pollen!,sick again damn weather! send bee pollen!
4289,@techfunky don't know... it was definitely after 4am. i'm up since 9am. sooo tired.,don't know... it was definitely after 4am. i'm up since 9am. sooo tired.
4290,"@Nicward2 No fun, I don't want to win...I want to play  lol","no fun, i don't want to win...i want to play lol"
4291,@FrenchLopezRcds thank u I will try next time. Im sending Quicktime Movs because I can't upload to YouTube. I need so many programs.,thank u i will try next time. im sending quicktime movs because i can't upload to youtube. i need so many programs.
4292,on the way.I wish my mom could go with me,on the way.i wish my mom could go with me
4293,@beangirl2010 i totally would. but im working,i totally would. but im working
4294,"Sunbathing and trying to find out how to use twitter.. Yeah, i know, i'm such a fool  haha.","sunbathing and trying to find out how to use twitter.. yeah, i know, i'm such a fool haha."
4295,"My weekend was full of music, alcohol, great friends, good laughs, and wonderful magic moments w/my Husband. Goodbye weekend.","my weekend was full of music, alcohol, great friends, good laughs, and wonderful magic moments w my husband. goodbye weekend."
4296,Supid college server crashing,supid college server crashing
4297,@freemissryder come home already  life is SO boring without you around,come home already life is so boring without you around
4298,@outrage_designs I will have a minute's silence,i will have a minute's silence
4299,@saramwrap why is your next terror-day? i have a double terror on tues,why is your next terror-day? i have a double terror on tues
4300,"Apparently I was wrong, you cannot do it St. Louis","apparently i was wrong, you cannot do it st. louis"
4301,It feels good to sit won't be able to be with my family today,it feels good to sit won't be able to be with my family today
4302,my yard outside my window is flooded. I  have my plants outside to conserve watering. Can't open sliding door b/c of dog.,my yard outside my window is flooded. i have my plants outside to conserve watering. can't open sliding door b c of dog.
4303,Cardiff Cougars defeated again  Dylan scored a try tho so the rugby league career dream is undented,cardiff cougars defeated again dylan scored a try tho so the rugby league career dream is undented
4304,"@ambeanosce last night pa.  DUDE, GO ON MEEBO. I CAN'T JUST KEEP UPDATING HERE TO CHAT WITH YOU!","last night pa. dude, go on meebo. i can't just keep updating here to chat with you!"
4305,Off to school! Tons of textbooks I gotta return,off to school! tons of textbooks i gotta return
4306,So it snowed last night. Not enough to call in for a snow day at work though.,so it snowed last night. not enough to call in for a snow day at work though.
4307,Margarita's w the BESTie @flouviere! She approved my self-nflicted haircut!!! Now &quot;ghetto bird&quot; hoverin ovr my crib. Roscoe NOT hppy! LA,margarita's w the bestie ! she approved my self-nflicted haircut!!! now quot ghetto bird quot hoverin ovr my crib. roscoe not hppy! la
4308,@Mertmat My guess would be &quot;no&quot;,my guess would be quot no quot
4309,trying to post something on my Blurty but my thoughts get in the way.,trying to post something on my blurty but my thoughts get in the way.
4310,almost in tears .. god PLEASE keep Tanea Staples in good hands .she still has a life to live down here,almost in tears .. god please keep tanea staples in good hands .she still has a life to live down here
4311,I can't find the roses anymore. That is messed up,i can't find the roses anymore. that is messed up
4312,Sundays are always boring and tomorrow i have testing,sundays are always boring and tomorrow i have testing
4313,Snot monster is at the docs again: when will this end!,snot monster is at the docs again when will this end!
4314,"Coffee &amp; Carrot Cake Slices... Mmm, still lost for ideas for art    help!","coffee amp carrot cake slices... mmm, still lost for ideas for art help!"
4315,#Karunanidhi's statement about #Prabhakaran has left me speechless,karunanidhi's statement about prabhakaran has left me speechless
4316,"Just finished jamin out to Future of Forestry. Cool band, lethargic crowd","just finished jamin out to future of forestry. cool band, lethargic crowd"
4317,"@staceysterling i'm just sayin... he seemed upset. he can stop bein fat, i can't stop bein black  but fine. i shall stop!","i'm just sayin... he seemed upset. he can stop bein fat, i can't stop bein black but fine. i shall stop!"
4318,@junebugg15  I had to super glue my shoe!! Lol,i had to super glue my shoe!! lol
4319,"Ohh, the NAND manufacturers come up with innovative features, yet hard to support them immediately in the MTD/FS layers","ohh, the nand manufacturers come up with innovative features, yet hard to support them immediately in the mtd fs layers"
4320,this is NOT me http://missingbits.com/ wish it was but NO waaa,this is not me wish it was but no waaa
4321,Where's dewy when you need her ?,where's dewy when you need her ?
4322,"done feeding horses this snowy, windy April morning","done feeding horses this snowy, windy april morning"
4323,"Has started the dreaded revision, despite still having three assignments to get done as well  Less than a month and ill be done!!!!","has started the dreaded revision, despite still having three assignments to get done as well less than a month and ill be done!!!!"
4324,"@TyPie I think I am going to seek out more things to do with cute food, such as the Sandwich Cook game. THEN I WILL FEEL BETTER.","i think i am going to seek out more things to do with cute food, such as the sandwich cook game. then i will feel better."
4325,I saw Green Day Live at Abbey Road today on tv..it was awesome..but Billie-joe you couldn't hit those high notes in '21 Guns',i saw green day live at abbey road today on tv..it was awesome..but billie-joe you couldn't hit those high notes in '21 guns'
4326,upset that some of my favorite bands aren't playing Warped this year.,upset that some of my favorite bands aren't playing warped this year.
4327,"I really don't want to go back to Chicago. I liked not hearing about bad politicians or Oprah, I hate Oprah.  Only 4 days left in the UK","i really don't want to go back to chicago. i liked not hearing about bad politicians or oprah, i hate oprah. only 4 days left in the uk"
4328,"@Butterflyshoes every day is my downfall, its a every day battle.... i get tempted by people saying Bacon Butty anyone..","every day is my downfall, its a every day battle.... i get tempted by people saying bacon butty anyone.."
4329,A long flight is made even longer by a seat that won't recline. Off the red eye and grumpy,a long flight is made even longer by a seat that won't recline. off the red eye and grumpy
4330,@bayuhlee omg! I love that movie!! Soo sad though  sorry you can't fall asleep. :/ maybe you'll fall asleep while watching the movie.,omg! i love that movie!! soo sad though sorry you can't fall asleep. maybe you'll fall asleep while watching the movie.
4331,Wishing I had someone to talk too  No one understands anything,wishing i had someone to talk too no one understands anything
4332,Will not be able to go to FOTS run tomorrow,will not be able to go to fots run tomorrow
4333,brought the lil' girl with me down south!!! What a &quot;ruff&quot; ride! Poor thing,brought the lil' girl with me down south!!! what a quot ruff quot ride! poor thing
4334,@downfor reports 'It's just you. http://broadband.o2.co.uk is up',reports 'it's just you. is up'
4335,Good Morning all! It's actually Good Night for me! Just got off work from working night shift for 12 hours! Miss the fellas!,good morning all! it's actually good night for me! just got off work from working night shift for 12 hours! miss the fellas!
4336,@threefromleith awww sorry hon,awww sorry hon
4337,My bus is here.. No more Wi-Fi,my bus is here.. no more wi-fi
4338,"@missdietz i dont know how i got that many followers but i think ive peaked   i wish i didnt have to work tonight, drinks outside=amazing!","i dont know how i got that many followers but i think ive peaked i wish i didnt have to work tonight, drinks outside amazing!"
4339,@jlzeman wrong john ;) tehe! and im sry i cant make it,wrong john tehe! and im sry i cant make it
4340,Ugh why does my mom hate all the ppl tht mean the most to me??,ugh why does my mom hate all the ppl tht mean the most to me??
4341,didnt say her farewells,didnt say her farewells
4342,Yay! Got my PS3 back from repairs this morning! Unfortunatley they couldnt do anything because there's a fault in the mainboard,yay! got my ps3 back from repairs this morning! unfortunatley they couldnt do anything because there's a fault in the mainboard
4343,@mercedesashley Damn! The grind is inspirational and saddening at the same time.  Don't want you to stop cuz I like what u do! Much love,damn! the grind is inspirational and saddening at the same time. don't want you to stop cuz i like what u do! much love
4344,"@burgaw Ooooooh! *sealclap* See, I download shitloads of zip folders off 4chan. I have no internet moneys.  FUCK YEAH ALICIA &amp; MIKEY.","ooooooh! sealclap see, i download shitloads of zip folders off 4chan. i have no internet moneys. fuck yeah alicia amp mikey."
4345,@kellypxox It apparently means 'for the win' xD And I fell awkwardly on it and have soft tissue damage  Painful as hell...,it apparently means 'for the win' xd and i fell awkwardly on it and have soft tissue damage painful as hell...
4346,Ohh its so cold here :s and raining  it makes me feel sad :s want the sun back!!,ohh its so cold here s and raining it makes me feel sad s want the sun back!!
4347,@Lisa_Veronica are you going to Massachusetts right now? I thought you guys were only going to play there on May 17th..,are you going to massachusetts right now? i thought you guys were only going to play there on may 17th..
4348,"Demi-marathon, 1h43 + 5 ampoules... Ouch calisse.","demi-marathon, 1h43 5 ampoules... ouch calisse."
4349,@miss_pook You were right! but not the 10th,you were right! but not the 10th
4350,@temposhark I feel your sadness. I remember I stupidly left my On A Dance Tip Part Two compliation on top of lampshade and it melted...,i feel your sadness. i remember i stupidly left my on a dance tip part two compliation on top of lampshade and it melted...
4351,@exmi bloody hell. Sorry honey,bloody hell. sorry honey
4352,Longing to own a sewing machine! My Birthday is too far away!,longing to own a sewing machine! my birthday is too far away!
4353,I am jealous of Shelly's passport  I want one with water buffalo!!,i am jealous of shelly's passport i want one with water buffalo!!
4354,Just pulled a @MikeyWay and stuck a fork in the toaster. My poptart almost got stuck,just pulled a and stuck a fork in the toaster. my poptart almost got stuck
4355,@KinitaA ... I know it was 5am &amp; I was being bullied :/  ... Told ya @sunnydeefan3 was mean,... i know it was 5am amp i was being bullied ... told ya was mean
4356,@problogger aweber doesn't have a time feature on sends?,aweber doesn't have a time feature on sends?
4357,@donniewahlberg @joeymcintyre @jonathanrknight @jordanknight @dannywood  show must be really special..no tweets,show must be really special..no tweets
4358,"ugh, my twitter followers were few.","ugh, my twitter followers were few."
4359,why is everyone being a total dbag today??,why is everyone being a total dbag today??
4360,In class...so much work to do this week,in class...so much work to do this week
4361,@hanaames Aw. That's easier said than done tho  I need to open up somehow and not end up a spinster!,aw. that's easier said than done tho i need to open up somehow and not end up a spinster!
4362,oh no worktime. me+1hoursleep= grouchy times! Headache central..ouch  tnytnytnyt;),oh no worktime. me 1hoursleep grouchy times! headache central..ouch tnytnytnyt
4363,can't fall asleep! arrghh! ihate this! there's alot in my mind!,can't fall asleep! arrghh! ihate this! there's alot in my mind!
4364,"yawn, the weather is going to be boring all week","yawn, the weather is going to be boring all week"
4365,@mikyv no man . i tryed today and it`s blocked again !,no man . i tryed today and it s blocked again !
4366,my eye is swollen,my eye is swollen
4367,C is for Crap!,c is for crap!
4368,why doesn't family channel have &quot;Jonas&quot;...??,why doesn't family channel have quot jonas quot ...??
4369,I hate dreaming then waking up to find that it never actually happened and knowing that it never will.,i hate dreaming then waking up to find that it never actually happened and knowing that it never will.
4370,Somali pirates will now hear the roar of America: &quot;Go sit in front of a judge!&quot; Surely this will stop all pirating and send a out chills.,somali pirates will now hear the roar of america quot go sit in front of a judge! quot surely this will stop all pirating and send a out chills.
4371,Packing.. Hungry  I took a four hour nap today!,packing.. hungry i took a four hour nap today!
4372,not getting anywhere,not getting anywhere
4373,"@meykel @pinot Not only that, it leaves a very unpleasant aftertaste in your throat.","not only that, it leaves a very unpleasant aftertaste in your throat."
4374,@soupwiththefork i check out books and then lose them.,i check out books and then lose them.
4375,wishes she could get sleepy before 6 am...just one night,wishes she could get sleepy before 6 am...just one night
4376,Some people are so stupid grrrrr its frustrateing y all of the drama an hateing,some people are so stupid grrrrr its frustrateing y all of the drama an hateing
4377,At work again  but what a great weekend with my @SuperV_713 :],at work again but what a great weekend with my
4378,"@kimmiecakes there are a couple along 1st ave, but last time, it took $10 to $20 to get in","there are a couple along 1st ave, but last time, it took 10 to 20 to get in"
4379,Grr. I hate being helpless.,grr. i hate being helpless.
4380,In Hangzhou (China). Once again,in hangzhou china . once again
4381,@trevx9 that sucks t-rev!!!,that sucks t-rev!!!
4382,@AffirmingSpirit MY excuse? this all new twitter,my excuse? this all new twitter
4383,Watching K U W/ the kardashians. Had to postpone my work out for precautionary reasons,watching k u w the kardashians. had to postpone my work out for precautionary reasons
4384,@ThirtyFour_dB Lucky! You never cook that for me anymore. I sad,lucky! you never cook that for me anymore. i sad
4385,"@nickdawson Hope your knee feels better quickly, though, after having been on it all night.","hope your knee feels better quickly, though, after having been on it all night."
4386,"So glad AJ's fever has gone down. I hate when my kids get sick, feel so bad for them.","so glad aj's fever has gone down. i hate when my kids get sick, feel so bad for them."
4387,#Terminator #TSCC officially gone  http://tr.im/lDwW,terminator tscc officially gone
4388,watching &quot;House&quot;,watching quot house quot
4389,why did i decide to read my saved messages on myspace? fuck my life.,why did i decide to read my saved messages on myspace? fuck my life.
4390,"Whoop, sunday fun looking at more houses?! Oh joy!... Still have a hell of a lot to do though","whoop, sunday fun looking at more houses?! oh joy!... still have a hell of a lot to do though"
4391,@coyotetoo ... one inch makes too much of a difference if i have signal.  even when phone doesnt move!!!!   total hardware sell,... one inch makes too much of a difference if i have signal. even when phone doesnt move!!!! total hardware sell
4392,"@ColeMark dude, i got the perfect name lol. pissed u went to bed already!  lemme know when u get this message please.","dude, i got the perfect name lol. pissed u went to bed already! lemme know when u get this message please."
4393,why hasn't stephen dry replyed to me,why hasn't stephen dry replyed to me
4394,@1225lola  I know and I need to Sleep  blah blah blah,i know and i need to sleep blah blah blah
4395,I'm so late for work,i'm so late for work
4396,"I'll be your teddy bear i'll be your clown (:  Listening to Down by JJ Lin, very touching  its in english everyone  Check it out !","i'll be your teddy bear i'll be your clown listening to down by jj lin, very touching its in english everyone check it out !"
4397,last night sucked...the tigers loss and msu lost  but atleast the red wings won,last night sucked...the tigers loss and msu lost but atleast the red wings won
4398,"@Rakpenguin63 I was just trying to empathize, Rose, hope I didn't make you feel bad","i was just trying to empathize, rose, hope i didn't make you feel bad"
4399,learn for the school  !!!,learn for the school !!!
4400,Is so tired. I need massive amounts of sleep. Would be better if I had my beautiful girlfriend snuggled up next to me. I miss her,is so tired. i need massive amounts of sleep. would be better if i had my beautiful girlfriend snuggled up next to me. i miss her
4401,"tweeking the last of my diet , im gona miss you suger, soda energy drink and any other thing that made me happy","tweeking the last of my diet , im gona miss you suger, soda energy drink and any other thing that made me happy"
4402,"feels bad for my dad, he's got a fractured rib   Ouch!","feels bad for my dad, he's got a fractured rib ouch!"
4403,daydreaming of my li'l girl.,daydreaming of my li'l girl.
4404,"just watched marley and me, sweetest movie","just watched marley and me, sweetest movie"
4405,today sucked. I'm gonna die without chris and callum!  wahhh!,today sucked. i'm gonna die without chris and callum! wahhh!
4406,Ahhh B3ta scares me  If only I were a 40 year old internet virgin with a superiority complex as well...,ahhh b3ta scares me if only i were a 40 year old internet virgin with a superiority complex as well...
4407,@frozenblueeyes If it weren't for you.. I'd despise it!! But you're well worth twittering..some strange person is following me now,if it weren't for you.. i'd despise it!! but you're well worth twittering..some strange person is following me now
4408,"@thecraigmorris I am 100% sure your right, but you wouldn't be able to persuade @moonflowerchild that it is","i am 100 sure your right, but you wouldn't be able to persuade that it is"
4409,@GillianLynn That is really sad.  We should watch his ep of seaQuest when I get off.,that is really sad. we should watch his ep of seaquest when i get off.
4410,i should work out more often and more constantly.. I'm still tired from yesterday's racketball session..,i should work out more often and more constantly.. i'm still tired from yesterday's racketball session..
4411,SIGH. I need to find my real-life effron,sigh. i need to find my real-life effron
4412,Now hubby going home,now hubby going home
4413,...the model answers MIGHT all be wrong...,...the model answers might all be wrong...
4414,@DJShinobiShaw yeah it took u ages to get there  when we got there she fell asleep even,yeah it took u ages to get there when we got there she fell asleep even
4415,Why do people put you're hopes up and tell you that you're the right person. And then say 'no'?,why do people put you're hopes up and tell you that you're the right person. and then say 'no'?
4416,Currently I'm wishing I didn't have to wait 3 weeks for this new job to start,currently i'm wishing i didn't have to wait 3 weeks for this new job to start
4417,My room is a tip...I really aint in the mood to do the massive pile of ironing  is gaaaaaaaaaaaaaaaaay!!! i dont want to go to uni 2mo,my room is a tip...i really aint in the mood to do the massive pile of ironing is gaaaaaaaaaaaaaaaaay!!! i dont want to go to uni 2mo
4418,Just got back from watching X-Men Origins:Wolverine.  Expected a little more action,just got back from watching x-men origins wolverine. expected a little more action
4419,i feel like i just lost my best friend,i feel like i just lost my best friend
4420,@ohwellnoelle sextuplets birthday. I'll send u pics of the cakes and tell u who won. Hahaha it's not the same warning it without u tho,sextuplets birthday. i'll send u pics of the cakes and tell u who won. hahaha it's not the same warning it without u tho
4421,is leaving Cornwall and heading to bristol airport,is leaving cornwall and heading to bristol airport
4422,frustrated... sick... wanna go home,frustrated... sick... wanna go home
4423,@thelane The may have won before we play again - and probably will,the may have won before we play again - and probably will
4424,@Niero @rufio_o I'm missing out from drunken fun with my ciroc boyz! I've never even been to moon,i'm missing out from drunken fun with my ciroc boyz! i've never even been to moon
4425,Somehow hurt her thumb,somehow hurt her thumb
4426,@enostarr *rawr* arah urg main basikal. haha. and vhhhhy tomolo hupdateeeeas? nowwws????? me &amp; @tieraa cwrrry,rawr arah urg main basikal. haha. and vhhhhy tomolo hupdateeeeas? nowwws????? me amp cwrrry
4427,Praying4 my Aunt Lana...Dr's say they are going2 have2 take her off of life support   trying2 understand y everything bad always happe ...,praying4 my aunt lana...dr's say they are going2 have2 take her off of life support trying2 understand y everything bad always happe ...
4428,@sugartastic You never know. :o I DON'T LIKE YOUR DOCTOR PERSON I HOPE I DON'T GET HER.,you never know. o i don't like your doctor person i hope i don't get her.
4429,I want to see Mcfly tonight but my sister is ill and doesnt think she can go anymore I dont want to go on my own,i want to see mcfly tonight but my sister is ill and doesnt think she can go anymore i dont want to go on my own
4430,My tummy is hurt!!,my tummy is hurt!!
4431,playing with ma Babby! No pictures as of yet   later? x,playing with ma babby! no pictures as of yet later? x
4432,@CosmopolitanUK have you tried the Kschocolat Dipping Easter Eggs http://is.gd/raZl not the best though,have you tried the kschocolat dipping easter eggs not the best though
4433,"OMG, what a crap day, its raining","omg, what a crap day, its raining"
4434,"My Dad, just droped my rabbit from a great hight, she hut her ribs","my dad, just droped my rabbit from a great hight, she hut her ribs"
4435,@JasonKAM fuck you with your good weather,fuck you with your good weather
4436,@MissJia I'm sorry to hear that.,i'm sorry to hear that.
4437,Been up all night with Marissa throwing up! Ugh!,been up all night with marissa throwing up! ugh!
4438,@wendy_fred6  Well the rain did get here.. Its pooring,well the rain did get here.. its pooring
4439,"David Cook's brother, Adam, died around 1am this morning  Pray for his family &lt;3","david cook's brother, adam, died around 1am this morning pray for his family lt 3"
4440,@KristopheRobin did u not feel that bad boy? I was at work by myself in the back part.,did u not feel that bad boy? i was at work by myself in the back part.
4441,I need some serious councilling today!,i need some serious councilling today!
4442,"http://twitpic.com/4wm9r - Honestly, I'm jealous...daughter &amp; mother moment.","- honestly, i'm jealous...daughter amp mother moment."
4443,I have a headache,i have a headache
4444,"Another sunny day that I should be at the beach for, but I have tons of home work still","another sunny day that i should be at the beach for, but i have tons of home work still"
4445,"@AuntieAnnes yeah the closest store is 1.5 hrs away in Va Beach  - you should get a store on Eastern Shore, Virginia!","yeah the closest store is 1.5 hrs away in va beach - you should get a store on eastern shore, virginia!"
4446,Dam family trip cancel. What now.,dam family trip cancel. what now.
4447,Shit my arm is sore from the canular today. Hope it dont bruise!,shit my arm is sore from the canular today. hope it dont bruise!
4448,"$19 and $8, i have payed it all. now, i wanna go home but still raining outside","19 and 8, i have payed it all. now, i wanna go home but still raining outside"
4449,"@mandyluvsjbx3 no not really, i wish i lived in america !","no not really, i wish i lived in america !"
4450,"sitting, gotta go to school what a total bummer","sitting, gotta go to school what a total bummer"
4451,@merehypnotist you've kinda been freaking out on twitter. and not answering my text,you've kinda been freaking out on twitter. and not answering my text
4452,"Sorry 29 year old guys, your birthdays dont count either","sorry 29 year old guys, your birthdays dont count either"
4453,At the Marble Room.&quot;California Tapas&quot; Lots of gr8 looking original cocktails. Wish I could have a drink.,at the marble room. quot california tapas quot lots of gr8 looking original cocktails. wish i could have a drink.
4454,@TOProject I'm jealous Rich! I still havent been,i'm jealous rich! i still havent been
4455,@TennisNews Nope no access to ESPN360,nope no access to espn360
4456,will go back to school tomorrow. i aint enrolled yet.  http://plurk.com/p/uiei5,will go back to school tomorrow. i aint enrolled yet.
4457,@Glavas lol.  U read my bio but spelt my name wrong           DARYLO ... Ahem ;),lol. u read my bio but spelt my name wrong darylo ... ahem
4458,Just realized I'm not ready to be outta the house. I wanna go back to bed.,just realized i'm not ready to be outta the house. i wanna go back to bed.
4459,@jamethiel_bane there is nothing positive about this situation.  ugh.,there is nothing positive about this situation. ugh.
4460,My dog has killed five baby rabbits today....makes me haz a sad,my dog has killed five baby rabbits today....makes me haz a sad
4461,Can't sleep. So excited about all the places I'm going this week but I wish my hubby was coming too!,can't sleep. so excited about all the places i'm going this week but i wish my hubby was coming too!
4462,Going to school today! I'm guessing major homework for me.,going to school today! i'm guessing major homework for me.
4463,@REGYATES : i used to live in swindon but moved south and really wanted to get to swindon for the big weekend with my friends  !,i used to live in swindon but moved south and really wanted to get to swindon for the big weekend with my friends !
4464,Cannot believe she is awake at 6AM on a tuesday. *yawn* And I had a bad dream. Bummer,cannot believe she is awake at 6am on a tuesday. yawn and i had a bad dream. bummer
4465,there is nothing to do these days  xx,there is nothing to do these days xx
4466,Level 238 on PACMAN,level 238 on pacman
4467,Prodigy album from start to end! Still working though!  AAh work! Aah! Have resulted to some classy jazz/lounge Richard Cheese! Ohh yeah!,prodigy album from start to end! still working though! aah work! aah! have resulted to some classy jazz lounge richard cheese! ohh yeah!
4468,"Back to single mom...  Guess that means cereal, McDonalds and cookies for dinner again!","back to single mom... guess that means cereal, mcdonalds and cookies for dinner again!"
4469,"@nlits : Bad news!  the combo tickets are sold out . go 2 web,they still sell single day ticks, let me kno  xx.  http://bit.ly/MNhT6","bad news! the combo tickets are sold out . go 2 web,they still sell single day ticks, let me kno xx."
4470,@TheColorAbi please don't take it the wrong way.,please don't take it the wrong way.
4471,@missyemig im with you with the bank account business,im with you with the bank account business
4472,wow i havent updated this in a while lol   waay disappointed w/ my shows finales  i hate cliffhangers,wow i havent updated this in a while lol waay disappointed w my shows finales i hate cliffhangers
4473,Steeljaw never wants to play.,steeljaw never wants to play.
4474,Just came home to a poor kitty dead on the road in front of my house  too sad... This is why cats should be indoor only in cities!!,just came home to a poor kitty dead on the road in front of my house too sad... this is why cats should be indoor only in cities!!
4475,Bunnies are not humping.  I want rabbit pornz,bunnies are not humping. i want rabbit pornz
4476,Going to the bus stop for school.,going to the bus stop for school.
4477,@ChrisGoods i wish i was at bodyenglish,i wish i was at bodyenglish
4478,and i made my self look like a total fool in front of either her bf or her son  cause i started freakin cuz she didnt txt me all day and i,and i made my self look like a total fool in front of either her bf or her son cause i started freakin cuz she didnt txt me all day and i
4479,Great to see my lover @caralinezeizel but she is gone again,great to see my lover but she is gone again
4480,still getting ready.. steressing out cause i cant find my necklace,still getting ready.. steressing out cause i cant find my necklace
